winery,avg_score,avgscore2
Domaine Robert Klingenfus      ,87.33333333,87
Domaine Rochette               ,87,87
Domaine Roger Belland          ,87,87
Domaine Roger Champault        ,87.2,87
Domaine Royal de Jarras        ,87,87
Domaine Saint Andrieu          ,87.5,87
Domaine Saint Roman d'Esclans  ,87.5,87
Domaine Sainte Lucie           ,87.71428571,87
Domaine Santa Giulietta        ,87,87
Domaine Sautereau              ,87.83333333,87
Domaine Sérol                  ,87.5,87
Domaine Terre de Mistral       ,87.5,87
Domaine Thierry Drouin         ,87.5,87
Domaine Thierry Mortet         ,87,87
Domaine Torraccia              ,87.5,87
Domaine Touzot                 ,87,87
Domaines Bunan                 ,87.76923077,87
Domenico Fraccaroli            ,87.25,87
Domingo Molina                 ,87.57142857,87
Dominio Buenavista             ,87,87
Dominio Dostares               ,87.8,87
Dominios de Castilla           ,87,87
Don & Sons                     ,87,87
Don Bernardino                 ,87.8,87
Don Olegario                   ,87,87
Donna Laura                    ,87,87
Dopff & Irion                  ,87.671875,87
Doqi                           ,87.5,87
Dorigati                       ,87,87
Dorigo                         ,87.4,87
Dr. Heyden                     ,87.46153846,87
Dr. Volkmar                    ,87.8,87
Dr. Willkomm                   ,87,87
Drei Donà                      ,87.66666667,87
Drei Donà Tenuta La Palazza    ,87,87
Dreolino                       ,87.2,87
Dreyer Sonoma                  ,87,87
Drusian                        ,87.2,87
Duca di Salaparuta             ,87.7,87
Duca di Saragnano              ,87,87
Duck Pond                      ,87.26666667,87
Dusk to Dawn                   ,87,87
Dusty Cellars                  ,87,87
Dutcher Crossing               ,87.14285714,87
Duvernay                       ,87.5,87
Eagle Glen                     ,87.5,87
Eagle Ridge                    ,87.25,87
Early Mountain                 ,87.07692308,87
Eberle                         ,87.41509434,87
Echo Bay                       ,87.33333333,87
Eden Road                      ,87.5,87
Edge                           ,87.75,87
Edmond August                  ,87,87
Edna Valley Vineyard           ,87.21621622,87
Egger-Ramer                    ,87.33333333,87
Ego Bodegas                    ,87.2,87
Eikendal                       ,87.875,87
El Bully                       ,87,87
El Coto                        ,87.06666667,87
El Molet                       ,87.33333333,87
El Molino                      ,87,87
El Raval                       ,87,87
Eleanor                        ,87.25,87
Elephant Seven                 ,87.66666667,87
Elio Perrone                   ,87.5,87
Elisabetta                     ,87.5,87
Elkhorn Peak                   ,87.25,87
Elsom Cellars                  ,87.88888889,87
Emblem                         ,87.9,87
Emerald Hare                   ,87.4,87
Emile Balland                  ,87.33333333,87
Emina                          ,87.76,87
Emrich-Schonleber              ,87,87
Enjingi                        ,87,87
Enjoie                         ,87,87
Enoteca Five                   ,87.16666667,87
Enrique Foster                 ,87.625,87
Entropy Cellars                ,87.5,87
Eola Hills                     ,87.04545455,87
EOS                            ,87.41304348,87
Eponymous                      ,87.75,87
Erath                          ,87.76923077,87
Erik Banti                     ,87.71428571,87
Ernst Triebaumer               ,87,87
Erste Neue                     ,87.96296296,87
Estampa                        ,87.2,87
Estate Biblia Chora            ,87.41176471,87
Estate Crush                   ,87,87
Estate Raptis                  ,87,87
Estrin                         ,87,87
Eszterbauer                    ,87,87
Etienne de Tauriac             ,87.5,87
Euclid Wines                   ,87,87
Evergreen                      ,87.5,87
Evergreen Vineyards            ,87,87
Evesham Wood                   ,87.33333333,87
Evodia                         ,87,87
F.lli Trinchero                ,87,87
Fabbioli Cellars               ,87.6,87
Fabiano                        ,87.63636364,87
Fabre en Provence              ,87,87
Fabrizio Battaglino            ,87,87
Fairhope                       ,87,87
Falchini                       ,87.66666667,87
Familia Cassone                ,87.85714286,87
Familia Deicas                 ,87.53846154,87
Famille d'Amecourt             ,87,87
Famille Fabre                  ,87,87
Famille Hauller                ,87,87
Famille Negrel                 ,87,87
Fantinel                       ,87.83333333,87
Farnese                        ,87.03333333,87
Farnetella                     ,87.66666667,87
Fattori                        ,87.85,87
Fattoria Bagnolo               ,87.5,87
Fattoria Campigiana            ,87,87
Fattoria Corzano e Paterno     ,87,87
Fattoria Del Cerro             ,87.77777778,87
Fattoria della Talosa          ,87.14285714,87
Fattoria di Basciano           ,87,87
Fattoria di Petroio            ,87.6,87
Fattoria Garbole               ,87,87
Fattoria Il Colombaio          ,87,87
Fattoria La Ripa               ,87.5,87
Fattoria La Striscia           ,87.66666667,87
Fattoria La Vialla             ,87.83333333,87
Fattoria Lavacchio             ,87.5,87
Fattoria Le Terrazze           ,87,87
Fattoria Mantellassi           ,87.61538462,87
Fattoria Montecchio            ,87.25,87
Fattoria Montellori            ,87.66666667,87
Fattoria Selvanova             ,87,87
Faunus                         ,87,87
Faust                          ,87.57142857,87
Fazi Battaglia                 ,87.75,87
Fedriani Laffitte              ,87,87
Felten Cellars                 ,87.625,87
Fenestra                       ,87.07368421,87
Ferllen                        ,87,87
Fernando Diéguez Otero         ,87,87
Ferngrove                      ,87,87
Fernández de Piérola           ,87.5,87
Fernández Gómez                ,87.88888889,87
Ferraton Pere et Fils          ,87.46153846,87
Ferriere Vineyards             ,87.5,87
Ferrocinto                     ,87,87
Ferruccio Sgubin               ,87.55555556,87
Ferrum                         ,87,87
Ferré I Catasús                ,87,87
Festival and Feast             ,87.5,87
Feudi di San Marzano           ,87.08333333,87
Feudo Arancio                  ,87.82608696,87
Feudo di Gulfa                 ,87,87
Feudo Disisa                   ,87.72222222,87
Feudo Maccari                  ,87.90909091,87
Feudo Monaci                   ,87,87
Feudo Solaria                  ,87.33333333,87
Fiegl                          ,87.33333333,87
Fillaboa                       ,87.63636364,87
Filus                          ,87,87
Finca Adelma                   ,87.5,87
Finca Albret                   ,87.92857143,87
Finca Casa Lo Alto             ,87.625,87
Finca Constancia               ,87.5,87
Finca del Marquesado           ,87.90909091,87
Finca Hispana                  ,87.33333333,87
Finca la Melonera              ,87,87
Finca Villacreces              ,87,87
Fingerprints                   ,87,87
Finke's Widow                  ,87,87
Finn Hill                      ,87.5625,87
Fiore d'Arancio                ,87,87
Fire Block                     ,87,87
Firefly Night                  ,87.5,87
Firesteed                      ,87.46153846,87
Firestone                      ,87.72881356,87
First & Local                  ,87.33333333,87
Fiuza                          ,87.60714286,87
FiveWise                       ,87,87
Fjord                          ,87.8,87
Flagstone                      ,87,87
Fleur de Charme                ,87.5,87
Flinders Run                   ,87,87
Flint & Steel                  ,87.5,87
Flor De Campo                  ,87,87
Flying Fish                    ,87.5,87
Foffani                        ,87,87
Fog Alley                      ,87,87
Fog Theory                     ,87.33333333,87
Folie à Deux                   ,87.15384615,87
Folin Cellars                  ,87.52941176,87
Folonari                       ,87.33333333,87
Fonte alla Selva               ,87,87
Force of Nature                ,87.83333333,87
Foris                          ,87.82,87
Forrest Estate                 ,87,87
Fortediga                      ,87.33333333,87
Forti del Vento                ,87,87
Fortino                        ,87.33333333,87
Foss Marai                     ,87.69230769,87
Four Sisters Ranch             ,87.38461538,87
Fox Run                        ,87.60377358,87
Fraccaroli                     ,87,87
Framingham                     ,87.72727273,87
Francis Berwyn                 ,87.4,87
Francis Coppola                ,87.30769231,87
Franciscan                     ,87.77777778,87
Frank                          ,87,87
Frank & Serafico               ,87,87
François Millet                ,87.58823529,87
Fratelli Ponte                 ,87,87
Frederico Meireles & Familia   ,87,87
French Creek                   ,87.5,87
Frey                           ,87.125,87
Frieden-Berg                   ,87.6,87
Fritsch                        ,87.68421053,87
Frog's Leap                    ,87.48571429,87
Fruscalzo                      ,87,87
Frédéric Brouca                ,87,87
Frédéric Lornet                ,87,87
Fulvio Luigi Serni             ,87.5,87
Fuse                           ,87,87
G. Moulinier                   ,87,87
Gaia Wines                     ,87.7,87
Galda                          ,87,87
Galil Mountain                 ,87.86956522,87
Gallo of Sonoma                ,87.2,87
Gamache                        ,87.86046512,87
Gamba                          ,87.54545455,87
Gancedo                        ,87.90909091,87
Gancia                         ,87.69230769,87
Garces Silva                   ,87,87
Garofalo                       ,87,87
Garofoli                       ,87.25,87
Gassier                        ,87.11111111,87
Gattavecchi                    ,87.36363636,87
Gaul                           ,87.4,87
Gauthier                       ,87.75,87
Gear and Sprocket              ,87,87
Gemella                        ,87,87
Gemin                          ,87,87
Gemma                          ,87.5,87
Gemtree                        ,87.875,87
Gentilini                      ,87.14285714,87
Geoff Merrill                  ,87,87
Georges Duboeuf                ,87.40306122,87
Georges Lacombe                ,87,87
Geretto                        ,87,87
Gersing                        ,87.5,87
Geyser Peak                    ,87.28571429,87
Gianelli                       ,87.5,87
Gianni Tessari                 ,87.33333333,87
Gilardi                        ,87,87
Gilga                          ,87,87
Gilles Blanchet                ,87,87
Gimenez Riili                  ,87,87
Gino Fasoli                    ,87.73333333,87
Giovanni Almondo               ,87.5,87
Giribaldi                      ,87.8,87
Girlan                         ,87.5,87
Girolamo Dorigo                ,87.4,87
Giuliano Tiberi                ,87,87
Giuseppe Apicella              ,87,87
Giuseppe Sedilesu              ,87.66666667,87
Glaser                         ,87,87
Glass Mountain                 ,87,87
Glazebrook                     ,87,87
Glen Fiona                     ,87.2,87
Glen Manor                     ,87.2,87
Glennhawk                      ,87,87
Glenwood Cellars               ,87.5,87
